Timestamp_ms,Accel_Z_Raw,GPS_Alt,INS_Alt_Est,Kalman_Alt_Est
177,9.445125579833984,0.0,-3.6487442016601616e-05,-1.8243721008300808e-05
186,9.198522567749023,0.0,-0.0001188558118438722,-7.584725482940682e-05
197,9.787496566772461,0.0,-0.00022225117927551297,-0.00017788116455078146
207,10.24000072479248,0.0,-0.00027324689537048386,-0.00025037691688537634
217,10.38844108581543,0.0,-0.00026639850288391186,-0.0002724505786895758
227,10.407594680786133,0.0,-0.00019979064231872662,-0.00023572245216369717
237,10.589553833007812,0.0,-5.522739845276016e-05,-0.00013013689994812133
247,10.766724586486816,0.0,0.00018500830406188793,6.226257324218592e-05
258,10.611102104187012,0.0,0.0005462009314346292,0.000374988523311613
267,10.314221382141113,0.0,0.0008825641039657568,0.0006909307298660254
277,9.962273597717285,0.0,0.0012715283221054047,0.0010722812681198091
287,9.610325813293457,0.0,0.0016405251215743982,0.00145126177692413
297,9.44752025604248,0.0,0.00197327394664764,0.0018021345891952474
307,9.53849983215332,0.0,0.0022788727549362133,0.002121308405876155
317,9.770736694335938,0.0,0.0025805452326583805,0.002424944048881525
327,10.007762908935547,0.0,0.002901994001274102,0.00273650467205047
337,10.086771965026855,0.0,0.0032511199663925096,0.0030717920389175344
347,10.180145263671875,0.0,0.0036372604578781046,0.003439425267219536
357,10.295066833496094,0.0,0.0040719076327133084,0.0038498191003799353
367,10.139444351196289,0.0,0.0045394992426681414,0.004300938492774954
377,9.979032516479492,0.0,0.005023994104270924,0.004776981728553762
386,9.921571731567383,0.0,0.005469076789970386,0.0052175457591247445
397,9.6989107131958,0.0,0.005999624935455309,0.005754814806461322
407,9.50737476348877,0.0,0.006451678907699571,0.0062220000405311445
416,9.30386734008789,0.0,0.006817530737266525,0.006608350242824539
428,9.028534889221191,0.0,0.0071928022007369825,0.0070398871942710705
437,8.652645111083984,0.0,0.007380510052337628,0.007274467918872815
447,8.767566680908203,0.0,0.007484830999984721,0.007430910532474499
457,9.612719535827637,0.0,0.007569423901214578,0.007525367456912974
467,10.338163375854492,0.0,0.007706833140029884,0.007636368526935556
477,10.218452453613281,0.0,0.007885087624206519,0.007794200388431526
486,9.763554573059082,0.0,0.008041754580383276,0.00795274838439939
497,9.742006301879883,0.0,0.008225009178237888,0.008140116600990269
507,9.10993766784668,0.0,0.008321598033981295,0.00827170857334134
517,8.49941635131836,0.0,0.008287128524856538,0.008302768246650665
527,8.164227485656738,0.0,0.008088081764297454,0.008186010111808745
537,8.180987358093262,0.0,0.007726133739547696,0.007905512719154325
