Timestamp_ms,Accel_Z_Raw,GPS_Alt,INS_Alt_Est,Kalman_Alt_Est
290,9.849745750427246,0.0,3.9745750427245595e-06,1.9872875213622798e-06
301,9.849745750427246,0.0,1.3155843391418292e-05,8.763937969207654e-06
311,9.871294021606445,0.0,2.763185314178435e-05,2.017524663925147e-05
322,9.818621635437012,0.0,4.4598681755065374e-05,3.662046630859331e-05
332,9.787496566772461,0.0,5.777272808074871e-05,5.091968429565362e-05
342,9.837775230407715,0.0,7.372429744720348e-05,6.548249214172267e-05
351,9.835380554199219,0.0,9.013653476714945e-05,8.086681701660031e-05
361,9.840168952941895,0.0,0.00011138924930572327,0.00010061108390807942
372,9.864110946655273,0.0,0.0001413146598434425,0.00012726278217315462
381,9.816226959228516,0.0,0.00016630347034454068,0.00015199940082549792
392,9.871294021606445,0.0,0.00020426192646026274,0.00018624956863403007
401,9.837775230407715,0.0,0.00023756863876342384,0.0002184313841056787
411,9.837775230407715,0.0,0.0002773536199188187,0.00025682760374068787
422,9.775525093078613,0.0,0.0003169456354522652,0.0002985053511428783
431,9.840168952941895,0.0,0.00035178278789519665,0.0003321206609916631
441,9.873687744140625,0.0,0.00039685950946807185,0.00037401299535750704
451,9.828198432922363,0.0,0.00044375607433318334,0.0004199996385765004
462,9.804255485534668,0.0,0.0004946472094345007,0.0004712383168029704
472,9.830592155456543,0.0,0.0005429710932540799,0.0005185325928497224
482,9.856928825378418,0.0,0.0005959878596115008,0.0005692029179382224
492,9.895236015319824,0.0,0.0006575282275009041,0.0006264814850616344
502,9.849745750427246,0.0,0.0007230431704330319,0.0006900091404724
513,9.81143856048584,0.0,0.0007952836734771591,0.0007621626106071339
522,9.804255485534668,0.0,0.0008539242339324802,0.000821035823898301
532,9.832986831665039,0.0,0.0009213790953826743,0.0008873413437652432
542,9.828198432922363,0.0,0.0009906538001251046,0.0009557061268615554
552,9.828198432922363,0.0,0.0010617483481597711,0.0010258907532501038
562,9.782708168029785,0.0,0.0011301137129974162,0.0010956207096862595
572,9.84256362915039,0.0,0.0012017354407501003,0.001165614255981424
582,9.856928825378418,0.0,0.0012780500510406261,0.0012395824250030288
